"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","1960","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","54.7",""
"SURVEY","1959","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","53.1",""
"SURVEY","1958","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","52.8",""
"SURVEY","1957","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","48.3",""
"SURVEY","1956","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","47.4",""
"SURVEY","1955","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","42",""
"SURVEY","1954","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","39.4",""
"SURVEY","1953","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","40.7",""
"SURVEY","1952","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","41.8",""
"SURVEY","1951","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","36.9",""
"SURVEY","1950","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","38.2",""
"SURVEY","1949","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","38.2",""
"SURVEY","1948","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","43",""
"SURVEY","1947","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.6",""
"SURVEY","1946","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","37.2",""
"SURVEY","1945","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","33.1",""
"SURVEY","1944","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","33",""
"SURVEY","1943","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","32.6",""
"SURVEY","1942","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","35.4",""
"SURVEY","1941","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","31.2",""
"SURVEY","1940","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.9",""
"SURVEY","1939","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.9",""
"SURVEY","1938","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.8",""
"SURVEY","1937","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.9",""
"SURVEY","1936","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","18.6",""
"SURVEY","1935","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.2",""
"SURVEY","1934","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","18.7",""
"SURVEY","1933","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","22.8",""
"SURVEY","1932","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.5",""
"SURVEY","1931","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.5",""
"SURVEY","1930","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","20.5",""
"SURVEY","1929","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","25.7",""
"SURVEY","1928","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.3",""
"SURVEY","1927","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.4",""
"SURVEY","1926","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","25.7",""
"SURVEY","1925","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.4",""
"SURVEY","1924","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","22.1",""
"SURVEY","1923","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.8",""
"SURVEY","1922","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.3",""
"SURVEY","1921","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.8",""
"SURVEY","1920","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.9",""
"SURVEY","1919","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.8",""
"SURVEY","1918","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","23.9",""
"SURVEY","1917","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.2",""
"SURVEY","1916","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.1",""
"SURVEY","1915","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.1",""
"SURVEY","1914","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","25.8",""
"SURVEY","1913","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","22.7",""
"SURVEY","1912","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.1",""
"SURVEY","1911","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.4",""
"SURVEY","1910","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.9",""
"SURVEY","1909","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.1",""
"SURVEY","1908","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.9",""
"SURVEY","1907","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.2",""
"SURVEY","1906","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","31.7",""
"SURVEY","1905","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","30.9",""
"SURVEY","1904","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.2",""
"SURVEY","1903","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.9",""
"SURVEY","1902","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.5",""
"SURVEY","1901","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","18.2",""
"SURVEY","1900","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.1",""
"SURVEY","1899","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28",""
"SURVEY","1898","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.8",""
"SURVEY","1897","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","25.4",""
"SURVEY","1896","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","30",""
"SURVEY","1895","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28",""
"SURVEY","1894","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","20.2",""
"SURVEY","1893","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","23.8",""
"SURVEY","1892","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.7",""
"SURVEY","1891","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.6",""
"SURVEY","1890","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","22.1",""
"SURVEY","1889","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.5",""
"SURVEY","1888","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.1",""
"SURVEY","1887","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","21.9",""
"SURVEY","1886","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.1",""
"SURVEY","1885","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.6",""
"SURVEY","1884","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.3",""
"SURVEY","1883","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.2",""
"SURVEY","1882","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.5",""
"SURVEY","1881","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","19.8",""
"SURVEY","1880","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.3",""
"SURVEY","1879","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","28.2",""
"SURVEY","1878","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.2",""
"SURVEY","1877","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","25.8",""
"SURVEY","1876","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.7",""
"SURVEY","1875","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.7",""
"SURVEY","1874","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","22.2",""
"SURVEY","1873","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","22.9",""
"SURVEY","1872","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.4",""
"SURVEY","1871","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","27.2",""
"SURVEY","1870","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","29.3",""
"SURVEY","1869","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","21.8",""
"SURVEY","1868","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","26.2",""
"SURVEY","1867","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.7",""
"SURVEY","1866","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","24.3",""
